assembly_name	original_file_name	taxid	organism_name	strain	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_001400375.1_PgyICMP2189_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400375.1_PgyICMP2189_genomic.gbff	318	Pseudomonas_savastanoi_pv_glycinea	ICMP 2189	73	72	98.65	1.35
GCF_001400285.1_PcsICMP9419_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400285.1_PcsICMP9419_genomic.gbff	264450	Pseudomonas_syringae_pv_castaneae	ICMP 9419	64	59	86.49	6.76
GCF_001400555.1_PmyICMP7118_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400555.1_PmyICMP7118_genomic.gbff	129139	Pseudomonas_amygdali_pv_myricae	ICMP 7118	74	72	100.00	2.70
GCF_001400575.1_PneICMP16943_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400575.1_PneICMP16943_genomic.gbff	360921	Pseudomonas_savastanoi_pv_nerii	ICMP 16943	73	72	98.65	1.35
GCF_001400605.1_PphICMP2740_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400605.1_PphICMP2740_genomic.gbff	319	Pseudomonas_savastanoi_pv_phaseolicola	ICMP 2740	73	72	98.65	1.35
GCF_001400635.1_PprICMP3956_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400635.1_PprICMP3956_genomic.gbff	251707	Pseudomonas_syringae_pv_primulae	ICMP 3956	74	73	100.00	1.35
GCF_001400895.1_PorICMP9088_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400895.1_PorICMP9088_genomic.gbff	235277	Pseudomonas_coronafaciens_pv_oryzae	ICMP 9088	74	73	100.00	1.35
GCF_001400735.1_PcaICMP2855_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400735.1_PcaICMP2855_genomic.gbff	46678	Pseudomonas_caricapapayae	ICMP 2855	74	73	100.00	1.35
GCF_001400855.1_PmaICMP3935_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400855.1_PmaICMP3935_genomic.gbff	59511	Pseudomonas_syringae_pv_maculicola	ICMP 3935	74	73	100.00	1.35
GCF_001400955.1_PriICMP3882_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001400955.1_PriICMP3882_genomic.gbff	55398	Pseudomonas_syringae_pv_ribicola	ICMP 3882	73	72	98.65	1.35
GCF_001401075.1_PsyICMP3023_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401075.1_PsyICMP3023_genomic.gbff	321	Pseudomonas_syringae_pv_syringae	ICMP 3023	73	71	98.65	2.70
GCF_001401095.1_PtaICMP2835_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401095.1_PtaICMP2835_genomic.gbff	322	Pseudomonas_amygdali_pv_tabaci	ICMP 2835	74	73	100.00	1.35
GCF_001401135.1_PtoICMP2844_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401135.1_PtoICMP2844_genomic.gbff	323	Pseudomonas_syringae_pv_tomato	ICMP 2844	74	73	100.00	1.35
GCF_001401215.1_PvrICMP2848_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401215.1_PvrICMP2848_genomic.gbff	33069	Pseudomonas_viridiflava	ICMP 2848	73	72	98.65	1.35
GCF_001401265.1_PseICMP763_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401265.1_PseICMP763_genomic.gbff	86841	Pseudomonas_amygdali_pv_sesami	ICMP 763	73	72	98.65	1.35
GCF_001401285.1_PsvICMP4352_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401285.1_PsvICMP4352_genomic.gbff	360920	Pseudomonas_savastanoi_pv_savastanoi	ICMP 4352	74	72	100.00	2.70
GCF_001401535.2_ASM140153v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401535.2_ASM140153v2_genomic.gbff	            pv. dieffenbachiae leads to a taxonomic revision of the X.	Xanthomonas_phaseoli_pv_dieffenbachiae	LMG 25940	74	74	100.00	0.00
GCF_001401545.2_ASM140154v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401545.2_ASM140154v2_genomic.gbff	            pv. dieffenbachiae leads to a taxonomic revision of the X.	Xanthomonas_citri	LMG 7399	74	74	100.00	0.00
GCF_001401385.1_PapICMP2814_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401385.1_PapICMP2814_genomic.gbff	81036	Pseudomonas_syringae_pv_apii	ICMP 2814	74	73	100.00	1.35
GCF_001401595.1_Xaa_LMG982_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401595.1_Xaa_LMG982_genomic.gbff	            pv. dieffenbachiae leads to a taxonomic revision of the X.	Xanthomonas_axonopodis_pv_axonopodis	LMG 982	71	71	95.95	0.00
GCF_001401375.1_PalICMP15200_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401375.1_PalICMP15200_genomic.gbff	757414	Pseudomonas_cannabina_pv_alisalensis	ICMP 15200	74	73	100.00	1.35
GCF_001401555.1_Xeu_LMG27970_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401555.1_Xeu_LMG27970_genomic.gbff	            pv. dieffenbachiae leads to a taxonomic revision of the X.	Xanthomonas_euvesicatoria	LMG 27970	69	69	93.24	0.00
GCF_001401605.1_Xff_LMG826_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401605.1_Xff_LMG826_genomic.gbff	            pv. dieffenbachiae leads to a taxonomic revision of the X.	Xanthomonas_citri_pv_fuscans	LMG 826	71	71	95.95	0.00
GCF_001401625.1_Xaa_LMG495_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401625.1_Xaa_LMG495_genomic.gbff	            pv. dieffenbachiae leads to a taxonomic revision of the X.	Xanthomonas_euvesicatoria_pv_alfalfae	LMG 495	72	71	97.30	1.35
GCF_001401655.1_Xcc_LMG9322_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401655.1_Xcc_LMG9322_genomic.gbff	            pv. dieffenbachiae leads to a taxonomic revision of the X.	Xanthomonas_citri_pv_citri	LMG 9322	72	72	97.30	0.00
GCF_001401675.2_ASM140167v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401675.2_ASM140167v2_genomic.gbff	            pv. dieffenbachiae leads to a taxonomic revision of the X.	Xanthomonas_euvesicatoria	LMG 12749	74	74	100.00	0.00
GCF_001401695.1_Dsl_1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401695.1_Dsl_1.0_genomic.gbff	1089444	Dickeya_solani	RNS 07.7.3B	74	74	100.00	0.00
GCF_001401705.1_Dsl_1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001401705.1_Dsl_1.0_genomic.gbff	1089444	Dickeya_solani	RNS 05.1.2A	74	74	100.00	0.00
GCF_001411965.1_ASM141196v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001411965.1_ASM141196v1_genomic.gbff	47879	Pseudomonas_corrugata	NCPPB2445	74	73	100.00	1.35
GCF_001411985.1_ASM141198v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001411985.1_ASM141198v1_genomic.gbff	183795	Pseudomonas_mediterranea	CFBP5404	74	74	100.00	0.00
GCF_001412045.1_ASM141204v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001412045.1_ASM141204v1_genomic.gbff	183795	Pseudomonas_mediterranea	CFBP5444	74	74	100.00	0.00
GCF_001412005.1_ASM141200v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001412005.1_ASM141200v1_genomic.gbff	183795	Pseudomonas_mediterranea	TEIC1022	74	74	100.00	0.00
GCF_001412185.1_ASM141218v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001412185.1_ASM141218v1_genomic.gbff	183795	Pseudomonas_mediterranea	TEIC1105	74	74	100.00	0.00
GCF_001412065.1_ASM141206v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001412065.1_ASM141206v1_genomic.gbff	47879	Pseudomonas_corrugata	TEIC1148	73	72	98.65	1.35
GCF_001412195.1_ASM141219v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001412195.1_ASM141219v1_genomic.gbff	47879	Pseudomonas_corrugata	CFBP5403	74	73	100.00	1.35
GCF_001417915.1_Dsl_1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001417915.1_Dsl_1.0_genomic.gbff	1089444	Dickeya_solani	PPO 9134	74	74	100.00	0.00
GCF_001422205.1_Leaf261_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001422205.1_Leaf261_genomic.gbff	1736311	Curtobacterium_sp_Leaf261	Leaf261	73	71	98.65	2.70
GCF_001423005.1_Leaf294_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001423005.1_Leaf294_genomic.gbff	1736326	Rathayibacter_sp_Leaf294	Leaf294	74	72	100.00	4.05
GCF_001422325.1_Leaf264_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001422325.1_Leaf264_genomic.gbff	1736314	Leifsonia_sp_Leaf264	Leaf264	74	73	100.00	1.35
GCF_001422605.1_Leaf53_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001422605.1_Leaf53_genomic.gbff	1736225	Erwinia_sp_Leaf53	Leaf53	74	74	100.00	0.00
GCF_001423045.1_Leaf296_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001423045.1_Leaf296_genomic.gbff	1736327	Rathayibacter_sp_Leaf296	Leaf296	73	72	98.65	1.35
GCF_001418625.1_ASM141862v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001418625.1_ASM141862v1_genomic.gbff	164114	Streptomyces_luridiscabiei	NRRL B-24455	73	72	98.65	1.35
GCF_001418565.1_ASM141856v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001418565.1_ASM141856v1_genomic.gbff	1464070	Streptomyces_graminilatus	NRRL B-59124	74	69	100.00	6.76
GCF_001419685.1_ASM141968v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001419685.1_ASM141968v1_genomic.gbff	164348	Streptomyces_puniciscabiei	NRRL B-24456	73	67	98.65	8.11
GCF_001418585.1_ASM141858v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001418585.1_ASM141858v1_genomic.gbff	1943	Streptomyces_griseoruber	NRRL B-1818	68	65	91.89	4.05
GCF_001419795.1_ASM141979v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001419795.1_ASM141979v1_genomic.gbff	164115	Streptomyces_niveiscabiei	NRRL B-24457	72	67	97.30	6.76
GCF_001423055.1_Leaf299_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001423055.1_Leaf299_genomic.gbff	1736328	Rathayibacter_sp_Leaf299	Leaf299	74	72	100.00	2.70
GCF_001423495.1_Leaf131_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001423495.1_Leaf131_genomic.gbff	1736270	Xanthomonas_sp_Leaf131	Leaf131	74	74	100.00	0.00
GCF_001423545.1_Leaf325_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001423545.1_Leaf325_genomic.gbff	1736337	Leifsonia_sp_Leaf325	Leaf325	73	72	98.65	1.35
GCF_001423585.1_Leaf148_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001423585.1_Leaf148_genomic.gbff	1736275	Xanthomonas_sp_Leaf148	Leaf148	74	74	100.00	0.00
GCF_001424385.1_Leaf183_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001424385.1_Leaf183_genomic.gbff	1736291	Curtobacterium_sp_Leaf183	Leaf183	72	72	97.30	0.00
GCF_001423695.1_Leaf336_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001423695.1_Leaf336_genomic.gbff	1736341	Leifsonia_sp_Leaf336	Leaf336	74	74	100.00	0.00
GCF_001423885.1_Leaf185_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001423885.1_Leaf185_genomic.gbff	1736292	Rathayibacter_sp_Leaf185	Leaf185	74	72	100.00	4.05
GCF_001424905.1_Root112D2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001424905.1_Root112D2_genomic.gbff	1736426	Leifsonia_sp_Root112D2	Root112D2	74	73	100.00	1.35
GCF_001424595.1_Leaf154_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001424595.1_Leaf154_genomic.gbff	1736277	Curtobacterium_sp_Leaf154	Leaf154	73	73	98.65	0.00
GCF_001425085.1_Root4_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001425085.1_Root4_genomic.gbff	1736525	Leifsonia_sp_Root4	Root4	74	74	100.00	0.00
GCF_001425325.1_Root1293_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001425325.1_Root1293_genomic.gbff	1736446	Leifsonia_sp_Root1293	Root1293	74	74	100.00	0.00
GCF_001425985.1_Leaf7_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001425985.1_Leaf7_genomic.gbff	1736210	Rhodococcus_sp_Leaf7	Leaf7	74	72	100.00	2.70
GCF_001426065.1_Leaf258_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426065.1_Leaf258_genomic.gbff	1736310	Rhodococcus_sp_Leaf258	Leaf258	73	71	98.65	2.70
GCF_001426185.1_Leaf247_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426185.1_Leaf247_genomic.gbff	1736307	Rhodococcus_sp_Leaf247	Leaf247	74	72	100.00	2.70
GCF_001426145.1_Leaf225_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426145.1_Leaf225_genomic.gbff	1736300	Rhodococcus_sp_Leaf225	Leaf225	73	71	98.65	2.70
GCF_001426165.1_Leaf233_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426165.1_Leaf233_genomic.gbff	1736302	Rhodococcus_sp_Leaf233	Leaf233	74	72	100.00	2.70
GCF_001426085.1_Leaf278_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426085.1_Leaf278_genomic.gbff	1736319	Rhodococcus_sp_Leaf278	Leaf278	74	71	100.00	4.05
GCF_001425805.1_Root369_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001425805.1_Root369_genomic.gbff	1736523	Streptomyces_sp_Root369	Root369	73	67	98.65	8.11
GCF_001426405.1_Root1304_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426405.1_Root1304_genomic.gbff	1736450	Streptomyces_sp_Root1304	Root1304	74	73	100.00	1.35
GCF_001426325.1_Root1295_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426325.1_Root1295_genomic.gbff	1736448	Streptomyces_sp_Root1295	Root1295	72	69	97.30	4.05
GCF_001426425.1_Root1310_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426425.1_Root1310_genomic.gbff	1736452	Streptomyces_sp_Root1310	Root1310	74	70	100.00	5.41
GCF_001427485.1_Root60_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001427485.1_Root60_genomic.gbff	1736567	Leifsonia_sp_Root60	Root60	74	74	100.00	0.00
GCF_001426585.1_Root431_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426585.1_Root431_genomic.gbff	1736535	Streptomyces_sp_Root431	Root431	74	71	100.00	4.05
GCF_001426615.1_Root1319_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001426615.1_Root1319_genomic.gbff	1736454	Streptomyces_sp_Root1319	Root1319	73	72	98.65	1.35
GCF_001428745.1_Root227_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001428745.1_Root227_genomic.gbff	1736496	Leifsonia_sp_Root227	Root227	74	74	100.00	0.00
GCF_001427245.1_Root55_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001427245.1_Root55_genomic.gbff	1736554	Streptomyces_sp_Root55	Root55	74	72	100.00	2.70
GCF_001429565.2_ASM142956v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001429565.2_ASM142956v2_genomic.gbff	180957	Pectobacterium_brasiliense	PcbHPI01	74	74	100.00	0.00
GCF_001427745.1_Root66D1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001427745.1_Root66D1_genomic.gbff	1736582	Streptomyces_sp_Root66D1	Root66D1	74	72	100.00	2.70
GCF_001427565.1_Root63_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001427565.1_Root63_genomic.gbff	1736573	Streptomyces_sp_Root63	Root63	74	71	100.00	4.05
GCF_001428885.1_Root264_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001428885.1_Root264_genomic.gbff	1736503	Streptomyces_sp_Root264	Root264	73	67	98.65	8.11
GCF_001439725.1_G8689_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001439725.1_G8689_genomic.gbff	47883	Pseudomonas_synxantha	DSM 18928	74	73	100.00	1.35
GCF_001455815.1_ASM145581v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001455815.1_ASM145581v1_genomic.gbff	343	Xanthomonas_translucens	XT123	71	71	95.95	0.00
GCF_001455835.1_ASM145583v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001455835.1_ASM145583v1_genomic.gbff	343	Xanthomonas_translucens	LB5	73	73	98.65	0.00
GCF_001449085.1_ASM144908v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001449085.1_ASM144908v1_genomic.gbff	930166	Pseudomonas_brassicacearum	LBUM300	74	73	100.00	1.35
GCF_001455845.1_ASM145584v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001455845.1_ASM145584v1_genomic.gbff	343	Xanthomonas_translucens	XT-Rocky	68	68	91.89	0.00
GCF_001461905.1_ASM146190v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001461905.1_ASM146190v1_genomic.gbff	343	Xanthomonas_translucens	CS2	73	73	98.65	0.00
GCF_001461915.1_ASM146191v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001461915.1_ASM146191v1_genomic.gbff	343	Xanthomonas_translucens	CS22	73	73	98.65	0.00
GCF_001461925.1_ASM146192v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001461925.1_ASM146192v1_genomic.gbff	343	Xanthomonas_translucens	CR31	73	73	98.65	0.00
GCF_001456965.1_ASM145696v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001456965.1_ASM145696v1_genomic.gbff	334542	Rhodococcus_qingshengii	NIO-1009	74	69	100.00	6.76
GCF_001461965.1_ASM146196v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001461965.1_ASM146196v1_genomic.gbff	343	Xanthomonas_translucens	P3	74	65	100.00	12.16
GCF_001461995.1_ASM146199v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001461995.1_ASM146199v1_genomic.gbff	343	Xanthomonas_translucens	LG54	72	72	97.30	0.00
GCF_001461975.1_ASM146197v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001461975.1_ASM146197v1_genomic.gbff	343	Xanthomonas_translucens	CS4	72	72	97.30	0.00
GCF_001462005.1_ASM146200v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001462005.1_ASM146200v1_genomic.gbff	343	Xanthomonas_translucens	LB10	73	66	98.65	9.46
GCF_001462065.1_ASM146206v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001462065.1_ASM146206v1_genomic.gbff	343	Xanthomonas_translucens	XT5770	72	71	97.30	1.35
GCF_001462045.1_ASM146204v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001462045.1_ASM146204v1_genomic.gbff	343	Xanthomonas_translucens	XT130	73	60	98.65	18.92
GCF_001465855.1_ASM146585v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001465855.1_ASM146585v1_genomic.gbff	145458	Rathayibacter_toxicus	WAC3373	74	73	100.00	1.35
GCF_001462095.1_ASM146209v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001462095.1_ASM146209v1_genomic.gbff	343	Xanthomonas_translucens	LG48	72	70	97.30	2.70
GCF_001462075.1_ASM146207v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001462075.1_ASM146207v1_genomic.gbff	343	Xanthomonas_translucens	LW16	72	71	97.30	1.35
GCF_001462145.1_ASM146214v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001462145.1_ASM146214v1_genomic.gbff	343	Xanthomonas_translucens	XT5791	73	73	98.65	0.00
GCF_001462155.1_ASM146215v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001462155.1_ASM146215v1_genomic.gbff	343	Xanthomonas_translucens	XT5523	73	68	98.65	6.76
GCF_001475545.1_ASM147554v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001475545.1_ASM147554v1_genomic.gbff	33881	Curtobacterium_luteum	NS184	71	71	95.95	0.00
GCF_001476135.1_ASM147613v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001476135.1_ASM147613v1_genomic.gbff	465820	Curtobacterium_oceanosedimentum	NS359	68	68	91.89	0.00
GCF_001475745.1_ASM147574v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001475745.1_ASM147574v1_genomic.gbff	465820	Curtobacterium_oceanosedimentum	NS263	73	73	98.65	0.00
GCF_001469465.1_XV_LMG920_E1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001469465.1_XV_LMG920_E1.0_genomic.gbff	56460	Xanthomonas_vesicatoria	LMG 920	74	74	100.00	0.00
GCF_001469445.1_XV_LMG919_E1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001469445.1_XV_LMG919_E1.0_genomic.gbff	56460	Xanthomonas_vesicatoria	LMG 919	72	72	97.30	0.00
GCF_001475775.1_ASM147577v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001475775.1_ASM147577v1_genomic.gbff	2036	Curtobacterium_citreum	NS330	74	74	100.00	0.00
GCF_001469515.1_XTT_UPB787_V1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001469515.1_XTT_UPB787_V1.0_genomic.gbff	134875	Xanthomonas_translucens_pv_translucens	UPB787	73	71	98.65	2.70
GCF_001482665.1_ASM148266v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001482665.1_ASM148266v1_genomic.gbff	43353	Xanthomonas_phaseoli_pv_manihotis	LMG784	74	74	100.00	0.00
GCF_001484095.1_ASM148409v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001484095.1_ASM148409v1_genomic.gbff	305	Ralstonia_solanacearum	Rs-T02	74	73	100.00	1.35
GCF_001483545.1_PfrICMP7711_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001483545.1_PfrICMP7711_genomic.gbff	360922	Pseudomonas_savastanoi_pv_fraxini	ICMP 7711	74	73	100.00	1.35
GCF_001506125.1_ASM150612v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001506125.1_ASM150612v1_genomic.gbff	1089444	Dickeya_solani	PPO 9019	74	74	100.00	0.00
GCF_001485395.1_ASM148539v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001485395.1_ASM148539v1_genomic.gbff	1218247	Ralstonia_sp_NT80	NT80	73	71	98.65	2.70
GCF_001517405.1_EM595_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001517405.1_EM595_genomic.gbff	1619313	Erwinia_gerundensis	NA	74	73	100.00	1.35
GCF_001509565.1_ASM150956v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001509565.1_ASM150956v1_genomic.gbff	1886	Streptomyces_albidoflavus	NRRL WC-3066	74	71	100.00	4.05
GCF_001518465.1_ASM151846v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_001518465.1_ASM151846v1_genomic.gbff	323	Pseudomonas_syringae_pv_tomato	A9	74	73	100.00	1.35
